"","VAR1","VAR2","VAR3","VAR4","VAR5","VAR6","VAR7","VAR8","VAR9","VAR10","VAR11","VAR12","VAR13","VAR14","VAR15","VAR16","VAR17","VAR18","VAR19","VAR20","VAR21","VAR22","VAR23","VAR24","VAR25","VAR26","VAR27","VAR28","VAR29","VAR30","VAR31","VAR32","VAR33","VAR34","VAR35","VAR36","VAR37","VAR38","VAR39","VAR40","VAR41","VAR42","VAR43","VAR44","VAR45","VAR46","VAR47","VAR48","VAR49","VAR50","VAR51","VAR52","VAR53","VAR54","VAR55","VAR56","VAR57","VAR58","VAR59","VAR60","VAR61","VAR62","VAR63","VAR64","VAR65","VAR66","VAR67","VAR68","VAR69","VAR70","VAR71","VAR72","VAR73","VAR74","VAR75","VAR76","VAR77","VAR78","VAR79","VAR80","VAR81","VAR82","VAR83","VAR84","VAR85","VAR86","VAR87","VAR88","VAR89","VAR90","Y"
"50",-0.518639793024775,0.589874130209749,0.706661359220462,0.19178682766754,-1.2431331661708,-0.425231452578682,-0.422299613080556,0.852570482222365,-0.847475498578541,1.92424364522852,-0.871314410373562,-0.513299103076712,1.60196312270159,0.681923861240888,0.987700886611276,0.263638491490677,-0.445140685021661,-0.515333375271869,-1.56548281066289,1.06691764163406,0.192770737105572,-1.80746380083671,0.657837895723167,0.217676028525554,-2.46302060577349,-2.79953211969366,-1.16997063900704,-0.0205748848880757,-1.04229437578249,-0.228784966216714,2.43553381648036,-0.000799893480321906,-0.0493976016195195,4.68590016026408,0.729650640438218,0.814153309491362,-1.17766163424095,-1.23526769487644,-0.0731889565761172,-0.223097852668602,1.2224624195577,1.33440380338183,0.440524197370257,1.36419053993884,0.658554530258483,-1.95571906944461,-0.245410172815227,0.173556878683796,-0.0610210816916206,1.19597402670127,-0.611332927538301,0.131775146395727,1.31131462457391,1.43026608696958,-0.964120050176777,0.0487945426332201,-0.269806859278761,-0.352448147787613,0.627592999970952,-0.107507735319261,2.71337628846501,0.0819388597947906,-0.288842070838209,0.94291629570778,-1.4002974886737,0.183171756574704,-0.37852052037091,-1.51669867261013,2.27836256538533,1.83271037232806,-1.43071986606031,-0.33807690858699,-0.101761120441694,-0.570376293648391,-0.693471601862848,0.556002952643822,-0.622773007716696,-1.95072521084293,-4.42226029012436,1.41140229378152,-0.0235991860577747,0.412033977607096,-2.06318032515548,-0.998517184560931,-1.07524933889857,0.277009367816836,-0.955210631618473,-0.159437893250196,0.856309268225336,0.0460968011516869,8.32552475519036
"707",0.172361595908452,-0.394568645052807,-0.266200919456211,2.27790832474689,1.10740556561183,2.91811683364825,1.04162352393722,0.044460208778032,0.0474562919502197,-0.445689299251573,1.03904319074715,-0.400874461197663,0.294994610123087,-1.28025149891827,0.455810796906125,-1.02704187560563,-1.66155461189519,-0.450732386384547,1.02969647953891,-4.39799478206572,-1.46008124045273,1.01990241750728,-1.22627715924081,-1.15519600003476,-0.401709159317008,-1.37810110502427,-0.698961407361203,0.0740652354255704,0.122435321807693,0.325704758927934,0.61910767308,1.4233015375865,0.100100089362005,-0.949558328814695,-1.42146010958422,-4.93697689388435,0.67216737762492,-0.112717691179163,0.29112111830892,0.772199637821274,-0.801846182625811,-1.58657075784953,-0.726285494533909,-0.597879475068909,-0.852142526360825,1.68222865607884,-0.285811145473022,0.637623514485743,0.00953724247218096,-0.448895949307608,3.03406953804321,-0.631457705088288,-1.14355677156882,0.171363521271412,-0.144318164616165,-2.878661787267,0.749353956342245,0.458024803007876,-0.398016355228792,0.685868168305025,0.359963720157132,0.579541945032226,0.110947062786888,-3.59276490763119,-2.16463949253954,-0.96325315864203,0.381029749453627,-1.13729295675178,-1.88290641025443,-1.30867416495671,-1.42613354895808,1.86813263738373,-0.8066066850529,-3.27850231133452,-0.0955425194765621,-2.5614979415433,2.38255147194159,-0.716876874080913,-0.658594952385437,-0.151551760136434,-1.51479251873219,-1.10373606227783,-0.212123614913106,-0.400298034348008,1.98887211274148,0.157861848092152,-1.04369325212156,0.100371044604777,0.920213637558077,-2.85738165041229,28.9788680087916
"45",0.502586643583354,-0.414551866147513,1.73331652754355,-1.54651965560134,1.44300904168179,-0.337631547950268,1.25518372139125,0.350668485274508,-1.94711433638738,3.87979050062429,0.42899569320814,-0.28273313912438,1.98869453521139,-1.72902852880787,1.19884118274486,-0.0885518403615017,-0.260941247316548,-0.682128433187963,0.441468458874312,-0.6863543284954,-1.18039449883357,2.4239538333482,1.67749261679244,0.65289144991976,-0.729174705851699,0.51377000560384,0.307123674753812,1.78866027882363,3.28274679850327,0.176884782818848,0.545625135812094,0.273072150979352,-0.412798297339079,-0.561522332587102,1.15629806014826,-0.881140422760959,0.673879679842274,0.295027433790382,0.715162303239464,1.21766027325843,0.633919977271,-0.233014217196778,-1.20195761964381,1.07639290782195,0.132330331566454,-0.713946859408203,0.192119294739687,0.650303639896011,0.413241720922515,2.02037171211939,0.29317892982748,-0.286915934954283,0.049753625020815,1.30013248109566,0.269796466461554,1.90871702511866,2.30141261041735,0.886499649809164,2.20779689744114,1.27992409019778,-0.576177424776052,1.93459565122658,1.26055907005888,-0.556997740874999,-0.269712263152007,1.18565257441504,2.65083860720874,-0.197705743238507,-0.690373613281999,0.8210967663767,0.980775250335009,-0.22322365072352,0.211411359020934,0.6045609152838,0.71745460275552,-1.95923578580798,-0.752105744589516,0.273405688880495,0.860382783585942,-0.140631067960227,-0.761410089047403,1.18590651782154,3.76624055198399,0.460974590185949,1.73679715357291,-0.621831126226045,0.184831098701409,-0.557064319203366,-0.236746384084146,0.131353569064413,15.4750993114335
"333",-0.000153771101561198,-0.38438453605681,0.154502480466667,0.347801147091822,0.0305303564229745,-0.745167631092712,2.03143113562049,-0.818735494708868,0.0674232594496875,-2.18599994782597,-4.83200512953637,0.840801672012094,-0.781140399783678,0.400541969188568,-0.281752360607471,0.167143259043413,-0.550289778575563,1.66320213542709,-2.43513188517652,-1.78501218743042,-0.909000446642375,-0.167812285101907,1.14623858877813,-1.25755416638938,0.0501792523280614,-2.94054598701252,0.641857477183708,0.00751524581400137,-2.25251138975752,-0.0405969850262652,1.71511691114043,0.0495784351076047,0.0710714274399965,0.567174447042933,-0.559731971102218,-1.56794331689378,-0.037970593489314,0.0628244137492755,0.370700648571436,-1.56537942364847,-1.36499259702661,-0.236141067058902,-0.906408694784725,0.17421052612943,0.586613139877026,-0.51499580512619,-0.685839193390168,1.45582558825176,0.268097324107643,0.317631920548561,2.65281011632108,2.44803861420647,-0.449423967797954,-2.45927872734235,-0.553357130396796,-0.248853107020856,-0.195092910338258,0.521401552805627,-0.925183670528859,0.0588016609791606,-0.537928421496527,0.944843387089715,0.594002305853973,-0.179763955038527,-0.67991874029065,0.133347746143981,-3.08990846725978,0.155590260784966,-1.45224837766936,-0.393173949895887,0.288171590525023,-2.83511182530907,0.0710053768117889,-1.69375724524011,-0.539204604289785,-0.838828084982697,0.205226154409495,-1.61783185244361,-1.18881408885895,-0.477208869266081,0.021750885731437,0.42448691367964,-2.14671644826688,-0.225763385121963,-1.88728699085368,-0.0143010109655263,-0.778269172884697,0.274949016986958,1.06701104027368,-2.49741353041346,-5.8643637943377
"337",-1.71305968655383,0.0911795850338873,-0.739176262628863,-0.953587378082091,-2.16976362453845,-2.07332532181712,0.155041533778078,-0.327237566328643,-0.135343561641778,-2.58811309789121,1.37337270874296,-0.831289948926807,-1.37035649254416,-1.90759611699412,3.26389400919087,-0.483505888998709,2.61005993267533,-1.60555425380002,-1.74252103220274,-1.91584095800969,0.869525228407688,-1.1165027366509,-0.080709700536063,-2.66309421680617,0.257976087996365,0.503599869865469,-1.75130619942855,-0.91051162669489,-0.165920292861883,-0.545530721733799,-0.0129120115034744,-0.612744622234799,-2.23514758883452,-2.56530332086073,-2.78939378682734,-1.53022194948597,-0.0206297990080272,-0.469339572776989,1.27585649677247,0.895638703342704,-1.34312116656979,-1.11241427266576,-3.05978305196893,-0.617736270129083,-2.23917562972162,-2.29310022646246,-1.95711961388438,-0.603899257758058,-0.326687817220863,0.122778274070051,-1.69393213425397,-0.517773823755449,-3.33935034400533,-2.3807745097687,-1.52672497815009,-3.38616024857354,-0.490170917987247,-0.405883862401064,-1.50607145768411,-0.497515016580209,-1.48286644648544,-0.448237509033986,-1.35166942779445,-3.37132066104557,-2.10210083651507,-0.0675085016912716,-0.444701580956124,-0.410218722991558,-1.82063813146848,-0.0356119701462472,-2.7282076273037,-1.30125001785487,-1.01461674466096,-2.46089195665512,-0.509092633430417,-1.65746616036308,1.03868185935606,-1.10475542802324,-0.305068163509987,-0.546213177913917,-2.27002359354799,-0.43916356322033,0.986704600583017,0.196784600990998,-0.11155106681716,-0.206490928043865,-0.137854418362707,-0.350714168311327,0.21493147308877,-1.2005348510902,-47.9348252867312
"30",0.0410114482858265,-0.290290012398711,-0.220730035902108,0.0609420118581288,0.777050260883392,-2.33213223638624,-1.71197625049265,-0.260905269998506,-1.94788533002703,-2.91261783648469,0.281480024367604,-0.20974649952425,-0.971425803597177,-1.07075297384327,3.84125096271774,-1.95729148119522,-1.5489193107333,-1.32344483175471,-0.714547668140898,-4.42006348897967,-1.40514061576312,-1.66362678537449,0.843142553811294,-0.857695686002353,-1.62171399930644,1.04728913568657,-1.29542101989362,-0.782185598160328,0.944824522301621,-0.275838367035414,-0.183959446048233,0.661707634053654,-0.408524405564596,-3.29406896751681,-1.63820403824126,-1.74141159876369,-0.472983669429358,0.583820404425091,0.258835004225881,0.212080672335462,-0.294022103772131,-1.23786346487051,-1.77522303462853,0.142656818018378,-0.927593461184252,-0.464798146747299,-2.59913162147773,0.317572049972469,-0.250722496375174,-0.0847872414733188,1.28039447780419,-0.272573831926331,-2.43859490787925,1.62599396166285,0.555954013029217,-2.18940012268906,0.707654739810869,0.250272939446854,-1.08709077076356,1.60527245868589,-4.20322773959468,-0.27420815754014,-2.05492139789832,-1.77774238136563,-3.29491186541677,-0.277759399314338,2.05520587759846,-0.37822895881957,-4.61129344323909,-4.33111950778962,-1.57532530336393,-2.12163869413715,-0.0468918921444822,-1.64841492733909,3.01148088721033,-0.775204306205892,-0.581870999424975,-2.87294562229101,0.128944793250815,-0.327635375972057,-1.00336132647246,-0.530978252767777,0.74246108412727,0.472211658310706,-0.283636721931834,0.855528195908903,-1.15628265454376,1.69136949212279,1.07155182174903,-4.14163380840474,-19.5590595002844
"490",-0.231175674966104,-1.75087818505298,-2.69665588346612,-1.01498291280558,1.79748284776287,-0.340757818000966,-0.0671036955715558,-0.0541429071093791,-0.245776656599738,-1.68643414384398,-5.75421184180419,1.08910957905895,0.289862653907562,1.39693886950083,-3.35391078166391,1.70024046441459,-7.09426024767273,0.250670621342846,0.0112312874907031,0.15754143770431,-2.78320476946611,-0.691339610819906,0.328290770869805,1.11886721662765,2.68294997186992,-1.09882660257707,-0.355941377181247,-1.60210500177825,0.0262078227586362,-1.67738833104018,0.622369134000847,-1.38354140449405,-0.417700652914244,0.701407277999874,-1.86990671381162,0.285675111102958,-1.13530657355717,0.782764577516651,-1.51818821772116,-0.874718976940431,-0.984123946146384,-0.602681785025362,1.63423981647721,-0.173250839513456,-2.8869516613091,-2.43441737276784,-0.212037471012573,-3.85860471825623,-0.327843019973196,2.1421706261287,-1.9987701934062,-1.45232580689526,-1.43013478417145,0.0187328460646502,-1.32551682481018,0.147313987423053,-0.57265520189715,0.192871417481041,0.907421951831391,1.63235155115818,-1.87875613604208,-0.999933956896088,-1.76131899377214,0.651761538185971,2.19257638891501,-1.69201851389413,0.601589065395938,-0.774843129273409,-0.424555678425405,-1.09827094095485,0.67770545947857,-2.63052956837631,-0.277086794584498,0.857972828527865,-5.30750598243961,0.90053830066786,-1.56665034084262,-0.0886475666695991,1.06879671316607,-0.209164994135559,1.21122955675554,-1.77765711357148,-1.91116543668789,-1.51735401035448,-0.976333431226309,-0.0736886989058902,1.6837444179198,-1.14101751113099,-2.14176945034994,-3.16129324010589,-24.8931667185669
"231",1.71194184847211,-1.94537862932469,0.16929497074414,-0.169993809271622,1.34902292391104,1.2151280721795,1.02504659211079,0.0919218347867783,-0.116354513101019,2.54214152463995,-1.32672386370924,0.591576796567309,1.15521099195082,1.90629137782565,-0.733314407477548,-0.654072896428552,-1.6924067977184,-0.199376767175022,0.562638921940486,2.4913768001337,0.189597234911591,1.57088842605979,1.76280776030416,1.35780306897976,0.227812790473125,-0.555115358156459,-0.326836050933552,0.120420600317093,0.813519770120403,-2.11954337739126,0.0384766730533794,1.34990337716084,0.73988672475102,2.49566002008247,0.55841992324114,1.94969912982457,-0.777751200262451,-1.30804474799836,-1.50524692369162,0.950279718790352,-0.906359390940241,0.691926937182516,1.77928535711734,0.357405630570483,1.73589257137066,-0.811974135105487,-0.324607459298563,0.163563341097455,-0.66192244971569,-1.30483043374165,1.20769276968048,0.027306001192884,3.39409026192317,-0.167119953004237,-0.421040262303988,2.84336241453823,0.598301445897472,0.782066810411264,-0.786046794087316,-0.369616392456201,0.565421284455949,1.78009235550937,-1.08722230459472,4.45499826814748,2.41058694230041,0.307367289869641,1.98633095302192,0.078928714999597,1.13962167527983,-0.146861193079513,-0.565469016065608,-3.20893831403817,-0.113950454680872,0.996934343453078,0.363653121062218,2.21921013948285,-1.12059497182554,1.31022166751124,-1.35978764143255,-0.518205140046281,-0.235765722611451,-0.740468069939746,-2.41230050366624,-0.0925379548913598,-0.100911495354854,-1.19157740648909,-1.87448716173759,1.09472514512889,1.28971780771206,1.35890303833596,-0.897521651900085
"544",0.549103777598785,2.1627437433921,0.970176185276255,0.841774966845759,1.96917566072926,4.09159617216958,0.532028920741731,1.48623410625407,1.06664258246987,1.77601263393814,2.23395271998484,0.698125175342691,0.581065767513604,1.00193078183843,-1.00622626127533,0.023920582472557,1.29547765233049,-0.0447266558026198,0.729503451587711,4.69462889825026,2.42184239674492,2.47336823167292,0.0518552482531448,0.960959187304486,3.33277863363447,0.862557503544272,1.8227453109481,1.77252658156755,0.203529972953887,0.585116406075972,-0.645022497130343,0.595027337386451,0.745210579038643,1.7643473721526,2.15826659528931,0.594830133104545,0.865949256471788,0.687426114671725,1.65877153146482,0.204689470349892,0.515742495873661,0.70543569095573,5.19757624715832,0.638267563678764,0.769388279640175,2.06595253611644,1.92875904951305,1.05844119757293,1.32003832919592,1.72306827640766,1.64470675313253,0.527198145754512,0.973230274889474,-1.68792317705996,1.56617256376699,4.17490210292577,0.187054589107525,-0.757128181909143,0.439395625868469,0.621269854005563,5.51552837016671,0.487923273137233,0.0333858976782894,3.05497999331782,4.17730679582237,0.580900274552289,-2.71003274776894,0.320816404132224,5.13712361840202,2.5874921167238,1.89998400556716,1.09635575740978,0.210651662356366,0.0491412938179292,-0.365858702484879,2.27824660134323,1.84107320945431,2.53722088974293,1.14295367860319,1.03300189740904,1.14170614309182,0.0532570767784677,-2.04957267239167,2.89779114701875,0.498022111066848,0.366486121741859,0.612017359906185,0.643397975587766,1.32450595174738,3.40384070717292,45.4960025318375
"138",-0.652075900244806,0.192701420652174,-1.09376957865435,-0.707339577291263,-1.26054466840478,1.56145428843539,-0.759401926929351,-1.00533256981084,-0.403303371703245,-1.22639454925917,-3.13489042584577,-1.01968708601779,-1.14970802318001,0.389932338398529,0.917187348407108,-0.0272057627921176,0.549731968905738,-0.201321509348672,-0.378031063785724,-1.0733575086038,-0.737195103948016,-2.44251444503392,-0.0128812472612757,-0.13419877742312,-1.47475804970603,-0.550747793624463,-0.40212540172935,1.44453097840742,0.243156405359114,-1.00241985686671,0.39787962651613,1.4342721689633,-0.132048009496277,-0.626825591044669,-1.3227307946316,2.47814948953931,-1.63392591700214,1.1229571197078,0.434972570844331,-0.286229932142576,-2.53341481075802,-3.44770401715208,0.146857363397079,-0.264945292981546,-1.27108207247387,-2.99323092622184,-0.230046581379342,-2.2307292865279,1.23332013395449,0.213567197035963,0.322925474626648,-0.703819171587707,-1.27567335772461,0.869282338496765,-1.86646056876182,-1.64742520053753,-1.48750173758192,-0.111909910239828,-0.0136862654805674,-0.0130972707755283,-4.38682036618258,-2.2861942445974,-2.39704185707568,-0.318073017845687,2.69458175384927,-1.05005062645942,0.0235822148709737,-1.44623011272732,0.0528175052798519,0.784443385225165,-1.21597871429352,-0.0744778833378461,-0.403797109279651,2.85056963503676,-1.60247941212975,4.0062977941165,0.787292248598765,1.14692051615585,0.29413444857825,0.502530515823867,-0.406443527908777,-1.39635263509879,-0.652689610783313,0.173254026149172,-1.51638155883373,1.95372937602383,-0.439333027349028,0.909991298174306,-0.707346124635428,0.862603088456741,-8.93508795399881
